id,n_docs,n_articles,orphan_docs_total,orphan_docs_name_matched,orphan_docs_truly_missing,orphan_articles,doc_mismatch_articles,unbacked_answer_mentions
1105,10,9,168/2025/NĐ-CP;02/2000/NĐ-CP;01/2013/TT-BKHĐT;03/2004/TT-BKH;14/2010/TT-BKH;210/2012/TT-BTC;5019/VBHN-BKHĐT,168/2025/NĐ-CP;02/2000/NĐ-CP;01/2013/TT-BKHĐT;03/2004/TT-BKH;14/2010/TT-BKH;5019/VBHN-BKHĐT,210/2012/TT-BTC,168/2025/NĐ-CP|Điều 43;02/2000/NĐ-CP|Điều 13;01/2013/TT-BKHĐT|Điều 17;14/2010/TT-BKH|Điều 14;210/2012/TT-BTC|Điều 13;5019/VBHN-BKHĐT|Điều 38,,
1106,1,2,,,,,,
1107,2,2,07/2022/QH15,07/2022/QH15,,07/2022/QH15|Điều 96,,
1108,2,2,87-CP,,87-CP,,,
1109,1,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 109;50/2005/QH11|Điều 115,,
1110,1,1,,,,,,
1111,2,2,,,,,,
1112,2,2,08/2022/QH15,08/2022/QH15,,08/2022/QH15|Điều 84,,
1113,2,2,99/2025/TT-BTC,,99/2025/TT-BTC,99/2025/TT-BTC|Điều 31,,
1114,7,7,74A-TC/TCT;18/VBHN-BTC;15/VBHN-BTC;15/VBHN-BTC;11/VBHN-BTC;78/2014/TT-BTC,,74A-TC/TCT;18/VBHN-BTC;15/VBHN-BTC;15/VBHN-BTC;11/VBHN-BTC;78/2014/TT-BTC,18/VBHN-BTC|Điều 46;15/VBHN-BTC|Điều 58;15/VBHN-BTC|Điều 54;15/VBHN-BTC|Điều 46;11/VBHN-BTC|Điều 6;78/2014/TT-BTC|Điều 6,,01/MGTH;18/MGT-TNCN
1115,2,2,84/2015/QH13,84/2015/QH13,,84/2015/QH13|Điều 65,,
1116,2,3,17/2023/QH15,17/2023/QH15,,17/2023/QH15|Điều 88;113/2024/NĐ-CP|Điều 21;17/2023/QH15|Điều 76,,
1117,4,4,10/2012/QH13;84/2015/QH13,84/2015/QH13,10/2012/QH13,10/2012/QH13|Điều 145;84/2015/QH13|Điều 38,,
1118,4,5,33/2005/QH11;91/2015/QH13;44-L/CTN,33/2005/QH11,91/2015/QH13;44-L/CTN,33/2005/QH11|Điều 424;33/2005/QH11|Điều 556;91/2015/QH13|Điều 439;44-L/CTN|Điều 420,,
1119,1,1,,,,65/2013/TT-BTC|Điều 1,,
1120,3,5,129/2004/NĐ-CP;132/2018/TT-BTC,132/2018/TT-BTC,129/2004/NĐ-CP,129/2004/NĐ-CP|Điều 17;133/2016/TT-BTC|Điều 52;132/2018/TT-BTC|Điều 5;132/2018/TT-BTC|Điều 6,,
1121,1,1,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 106,,
1122,2,2,,,,,,
1123,3,4,12/2022/NĐ-CP,,12/2022/NĐ-CP,12/2022/NĐ-CP|Điều 28,,
1124,4,4,17/VBHN-VPQH;5/VBHN-BTC,17/VBHN-VPQH;5/VBHN-BTC,,17/VBHN-VPQH|Điều 37;5/VBHN-BTC|Điều 16,,
1125,4,5,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH;06/2001/NĐ-CP,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,06/2001/NĐ-CP,50/2005/QH11|Điều 118;07/2022/QH15|Điều 96;50/2005/QH11|Điều 117;11/VBHN-VPQH|Điều 118;06/2001/NĐ-CP|Điều 1,,
1126,2,2,,,,,,
1127,2,2,5019/VBHN-BKHĐT,5019/VBHN-BKHĐT,,5019/VBHN-BKHĐT|Điều 4,,
1128,2,3,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 204,,
1129,3,3,11/VBHN-VPQH;94/2003/TTLT-BTC-BTM-BCA,11/VBHN-VPQH,94/2003/TTLT-BTC-BTM-BCA,17/2023/NĐ-CP|Điều 23;11/VBHN-VPQH|Điều 217,,
1130,2,2,27/2013/TT-BCT,,27/2013/TT-BCT,27/2013/TT-BCT|Điều 17,,
1131,2,3,50/2005/QH11;07/2022/QH15,50/2005/QH11;07/2022/QH15,,50/2005/QH11|Điều 74;07/2022/QH15|Điều 96;50/2005/QH11|Điều 109,,
1132,3,3,07/2022/QH15;42/2019/QH14;50/2005/QH11,07/2022/QH15;42/2019/QH14;50/2005/QH11,,07/2022/QH15|Điều 96;42/2019/QH14|Điều 2;50/2005/QH11|Điều 114,,
1133,2,1,173-TANDTC;91/2015/QH13,173-TANDTC,91/2015/QH13,91/2015/QH13|Điều 449,,
1134,1,1,,,,,,
1135,2,1,25-TC/TCDN,,25-TC/TCDN,,,
1136,1,2,52/VBHN-VPQH,,52/VBHN-VPQH,52/VBHN-VPQH|Điều 157;52/VBHN-VPQH|Điều 155,,
1137,5,4,04/2017/QH14;42/2002/TT-BTC;93/2004/TT-BTC;57/2019/TT-BTC,04/2017/QH14;42/2002/TT-BTC;93/2004/TT-BTC;57/2019/TT-BTC,,04/2017/QH14|Điều 9;57/2019/TT-BTC|Điều 18,,
1138,2,2,45/2019/QH14;18/VBHN-VPQH,45/2019/QH14;18/VBHN-VPQH,,45/2019/QH14|Điều 30;18/VBHN-VPQH|Điều 43,,
1139,2,2,,,,,,
1140,2,2,70-HĐBT;165-HĐBT,70-HĐBT;165-HĐBT,,,,
1141,8,9,59/2020/QH14;60/2005/QH11;88/2006/NĐ-CP;109/2004/NĐ-CP;76/2025/QH15;03/2004/TT-BKH;43/2010/NĐ-CP;78/2015/NĐ-CP,59/2020/QH14,60/2005/QH11;88/2006/NĐ-CP;109/2004/NĐ-CP;76/2025/QH15;03/2004/TT-BKH;43/2010/NĐ-CP;78/2015/NĐ-CP,59/2020/QH14|Điều 24;60/2005/QH11|Điều 96;59/2020/QH14|Điều 12;88/2006/NĐ-CP|Điều 29;109/2004/NĐ-CP|Điều 18;76/2025/QH15|Điều 1;43/2010/NĐ-CP|Điều 38;78/2015/NĐ-CP|Điều 43;60/2005/QH11|Điều 26,,
1142,2,2,59/2020/QH14;13/1999/QH10,59/2020/QH14,13/1999/QH10,59/2020/QH14|Điều 35;13/1999/QH10|Điều 22,,
1143,2,2,10/2012/QH13,,10/2012/QH13,10/2012/QH13|Điều 206,,
1144,6,6,67/2025/QH15;124/2008/NĐ-CP;164/2003/NĐ-CP;10/VBHN-BTC;14/2008/QH12,67/2025/QH15;124/2008/NĐ-CP;164/2003/NĐ-CP;10/VBHN-BTC;14/2008/QH12,,67/2025/QH15|Điều 13;124/2008/NĐ-CP|Điều 15;164/2003/NĐ-CP|Điều 35;10/VBHN-BTC|Điều 15;14/2008/QH12|Điều 14,,
1145,2,2,11/VBHN-VPQH;07/2022/QH15,11/VBHN-VPQH;07/2022/QH15,,11/VBHN-VPQH|Điều 93;07/2022/QH15|Điều 50,,
1146,2,1,06-LĐTT,,06-LĐTT,,,
1147,1,1,,,,,,
1148,1,1,,,,,,
1149,2,2,53-TC/TCT,,53-TC/TCT,53-TC/TCT|Điều 16,,28/8/1993
1150,10,7,15/VBHN-BTC;15/VBHN-BTC;07-TC/TCT;73A-TC/TCT;89-TC/TCT;sửa đổi;12-TC/TCTT-CT,89-TC/TCT,15/VBHN-BTC;15/VBHN-BTC;07-TC/TCT;73A-TC/TCT;sửa đổi;12-TC/TCTT-CT,15/VBHN-BTC|Điều 56;15/VBHN-BTC|Điều 46;89-TC/TCT|Điều 9;12-TC/TCTT-CT|Điều 26,,01/MGTH;01/TAIN;02/TAIN
1151,1,2,,,,,,
1152,1,1,,,,,,
1153,3,3,17/2023/QH15;18/2003/QH11;47-L/CTN,17/2023/QH15;18/2003/QH11,47-L/CTN,17/2023/QH15|Điều 10;18/2003/QH11|Điều 7;47-L/CTN|Điều 9,,
1154,3,4,91/2015/QH13;76/2015/NĐ-CP;16/2025/TT-BNV,,91/2015/QH13;76/2015/NĐ-CP;16/2025/TT-BNV,91/2015/QH13|Điều 545;76/2015/NĐ-CP|Điều 6;91/2015/QH13|Điều 428;16/2025/TT-BNV|Điều 2,,
1155,4,4,166/2013/TT-BTC;14/VBHN-BTC,14/VBHN-BTC,166/2013/TT-BTC,166/2013/TT-BTC|Điều 33;14/VBHN-BTC|Điều 72,,
1156,4,5,78/2021/TT-BTC;108/2025/QH15;32/2025/TT-BTC,108/2025/QH15,78/2021/TT-BTC;32/2025/TT-BTC,78/2021/TT-BTC|Điều 9;108/2025/QH15|Điều 27;25/VBHN-BTC|Điều 4;32/2025/TT-BTC|Điều 5,,
1157,3,4,84/2015/QH13;14/VBHN-VPQH,84/2015/QH13;14/VBHN-VPQH,,84/2015/QH13|Điều 65;14/VBHN-VPQH|Điều 77,,
1158,1,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 111;50/2005/QH11|Điều 117,,
1159,3,3,42/2019/QH14;07/2022/QH15;11/VBHN-VPQH,42/2019/QH14;07/2022/QH15;11/VBHN-VPQH,,42/2019/QH14|Điều 2;07/2022/QH15|Điều 50;11/VBHN-VPQH|Điều 120,,
1160,2,2,78/2006/QH11,,78/2006/QH11,78/2006/QH11|Điều 72,,
1161,4,6,,,,145/2020/NĐ-CP|Điều 11;30/2013/TT-BLĐTBXH|Điều 16,,
1162,1,2,,,,,,133/2016/TT-BTC
1163,2,1,73A-TC/TCT,,73A-TC/TCT,,,
1164,2,2,43/2010/NĐ-CP,,43/2010/NĐ-CP,43/2010/NĐ-CP|Điều 18,,
1165,4,7,07/2022/QH15;50/2005/QH11;42/2019/QH14;17/2023/NĐ-CP,07/2022/QH15;50/2005/QH11;42/2019/QH14;17/2023/NĐ-CP,,07/2022/QH15|Điều 214;50/2005/QH11|Điều 216;07/2022/QH15|Điều 2;42/2019/QH14|Điều 2;50/2005/QH11|Điều 219;17/2023/NĐ-CP|Điều 90;17/2023/NĐ-CP|Điều 76,,
1166,1,1,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 117,,
1167,1,1,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 287,,
1168,1,1,,,,,,106/2010/NĐ-CP;85/2007/NĐ-CP
1169,1,1,,,,,,
1170,1,1,,,,,,
1171,3,5,198/2025/QH15,,198/2025/QH15,39/2019/NĐ-CP|Điều 23;04/2017/QH14|Điều 20;198/2025/QH15|Điều 9,,
1172,2,4,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 74;50/2005/QH11|Điều 72;11/VBHN-VPQH|Điều 92,,
1173,2,1,theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế;36/2005/QH11,36/2005/QH11,theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,36/2005/QH11|Điều 297,,
1174,1,2,50/2005/QH11,50/2005/QH11,,50/2005/QH11|Điều 204;50/2005/QH11|Điều 35,,
1175,4,4,45/2019/QH14;10/2012/QH13;35-L/CTN,45/2019/QH14;35-L/CTN,10/2012/QH13,45/2019/QH14|Điều 31;10/2012/QH13|Điều 33;35-L/CTN|Điều 35,,
1176,2,2,68/2014/QH13;67/VBHN-VPQH,68/2014/QH13,67/VBHN-VPQH,68/2014/QH13|Điều 13;67/VBHN-VPQH|Điều 12,,
1177,2,2,91/2015/QH13,,91/2015/QH13,91/2015/QH13|Điều 177,,
1178,2,2,35-L/CTN;41/2024/QH15,41/2024/QH15,35-L/CTN,35-L/CTN|Điều 114;41/2024/QH15|Điều 61,,
1179,2,2,02/VBHN-VPQH;20/VBHN-VPQH,,02/VBHN-VPQH;20/VBHN-VPQH,02/VBHN-VPQH|Điều 340;20/VBHN-VPQH|Điều 456,,
1180,3,3,111/2013/TT-BTC,,111/2013/TT-BTC,111/2013/TT-BTC|Điều 8,,
1181,3,3,68/2014/QH13;13/1999/QH10;59/2020/QH14,59/2020/QH14,68/2014/QH13;13/1999/QH10,68/2014/QH13|Điều 36;13/1999/QH10|Điều 22;59/2020/QH14|Điều 35,,
1182,1,1,,,,,,263/2016/TT-BT
1183,2,2,,,,,,
1184,3,5,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,,50/2005/QH11|Điều 94;07/2022/QH15|Điều 50;50/2005/QH11|Điều 92;07/2022/QH15|Điều 96;11/VBHN-VPQH|Điều 106,,
1185,2,1,,,,,,02/ĐNHT;03/ĐNHT
1186,2,2,,,,,,
1187,1,1,,,,,,113/2024/NĐ-CP
1188,2,2,,,,,,
1189,1,2,91/2015/QH13,,91/2015/QH13,91/2015/QH13|Điều 428;91/2015/QH13|Điều 433,,
1190,2,3,12/VBHN-VPQH,,12/VBHN-VPQH,12/VBHN-VPQH|Điều 145;26/2017/TT-BLĐTBXH|Điều 11,,
1191,3,2,123/2017/NĐ-CP;48/2010/QH12;19/VBHN-BTC,48/2010/QH12,123/2017/NĐ-CP;19/VBHN-BTC,123/2017/NĐ-CP|Điều 2;48/2010/QH12|Điều 9,,
1192,2,2,44-L/CTN,44-L/CTN,,44-L/CTN|Điều 794,,
1193,4,5,14/VBHN-BTC;125/2020/NĐ-CP,14/VBHN-BTC;125/2020/NĐ-CP,,51/2010/NĐ-CP|Điều 29;14/VBHN-BTC|Điều 7;125/2020/NĐ-CP|Điều 20;125/2020/NĐ-CP|Điều 21,,
1194,3,4,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,,50/2005/QH11|Điều 106;50/2005/QH11|Điều 79;07/2022/QH15|Điều 50;11/VBHN-VPQH|Điều 106,,
1195,2,2,78/2021/TT-BTC,78/2021/TT-BTC,,78/2021/TT-BTC|Điều 12,,123/2020/NĐ-CP
1196,5,6,88/2006/NĐ-CP;92/2024/NĐ-CP;43/2010/NĐ-CP,43/2010/NĐ-CP,88/2006/NĐ-CP;92/2024/NĐ-CP,88/2006/NĐ-CP|Điều 13;92/2024/NĐ-CP|Điều 15;168/2025/NĐ-CP|Điều 86;43/2010/NĐ-CP|Điều 16,,
1197,1,2,,,,,,
1198,2,3,,,,,,
1199,3,2,22/2002/TT-BTC,,22/2002/TT-BTC,,,
1200,5,9,07/2022/QH15;50/2005/QH11;42/2019/QH14;11/VBHN-VPQH,07/2022/QH15;50/2005/QH11;42/2019/QH14;11/VBHN-VPQH,,07/2022/QH15|Điều 2;07/2022/QH15|Điều 214;50/2005/QH11|Điều 216;17/2023/NĐ-CP|Điều 89;50/2005/QH11|Điều 203;42/2019/QH14|Điều 2;11/VBHN-VPQH|Điều 216;11/VBHN-VPQH|Điều 217,,
1201,3,6,50/2005/QH11;17/2023/NĐ-CP,17/2023/NĐ-CP,50/2005/QH11,50/2005/QH11|Điều 28;17/2023/NĐ-CP|Điều 66;50/2005/QH11|Điều 204;131/2013/NĐ-CP|Điều 14;17/2023/NĐ-CP|Điều 69,,
1202,2,2,91/2015/QH13;67/2023/TT-BTC,,91/2015/QH13;67/2023/TT-BTC,91/2015/QH13|Điều 406;67/2023/TT-BTC|Điều 32,,
1203,2,2,36/2005/QH11;theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,36/2005/QH11;theo Pháp lệnh HĐKT ngày 25/9/89 và Nghị định 17-HĐBT ngày 16/1/1990 thi hành Pháp lệnh hợp đồng kinh tế,,36/2005/QH11|Điều 297;36/2005/QH11|Điều 41,,
1204,1,1,,,,,,106/2010/NĐ-CP;85/2007/NĐ-CP
1205,6,7,28/1998/NĐ-CP;28/2011/TT-BTC;5/VBHN-BTC;25/VBHN-BTC,5/VBHN-BTC,28/1998/NĐ-CP;28/2011/TT-BTC;25/VBHN-BTC,28/1998/NĐ-CP|Điều 17;28/2011/TT-BTC|Điều 27;28/2011/TT-BTC|Điều 21;5/VBHN-BTC|Điều 16;25/VBHN-BTC|Điều 48,,
1206,4,5,06/2003/TT-NHNN;57/2019/TT-BTC,06/2003/TT-NHNN;57/2019/TT-BTC,,04/2017/QH14|Điều 8;34/2018/NĐ-CP|Điều 17;57/2019/TT-BTC|Điều 2,,
1207,3,4,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,50/2005/QH11;07/2022/QH15;11/VBHN-VPQH,,50/2005/QH11|Điều 74;07/2022/QH15|Điều 50;50/2005/QH11|Điều 103;11/VBHN-VPQH|Điều 114,,
1208,3,3,98/2007/NĐ-CP;87/2001/NĐ-CP,87/2001/NĐ-CP,98/2007/NĐ-CP,98/2007/NĐ-CP|Điều 6;87/2001/NĐ-CP|Điều 4,,
1209,1,1,,,,,,
1210,5,8,05/1998/QH10;66/2025/QH15;360/2025/NĐ-CP;64/2009/TT-BTC;02/VBHN-VPQH,05/1998/QH10;66/2025/QH15;360/2025/NĐ-CP;64/2009/TT-BTC;02/VBHN-VPQH,,05/1998/QH10|Điều 2;66/2025/QH15|Điều 10;05/1998/QH10|Điều 1;66/2025/QH15|Điều 2;360/2025/NĐ-CP|Điều 4;64/2009/TT-BTC|Điều 4;02/VBHN-VPQH|Điều 4;02/VBHN-VPQH|Điều 1,,
1211,4,4,56/2024/QH15;107/2000/TT-BTC,,56/2024/QH15;107/2000/TT-BTC,56/2024/QH15|Điều 3;102/2021/NĐ-CP|Điều 5,,
1212,3,5,13/2019/NĐ-CP;67/VBHN-BTC,,13/2019/NĐ-CP;67/VBHN-BTC,15/2022/TT-BKHCN|Điều 4;13/2019/NĐ-CP|Điều 17;13/2019/NĐ-CP|Điều 16;67/VBHN-BTC|Điều 10,,1322/QĐ-
1213,7,10,60/2005/QH11;68/2014/QH13;59/2020/QH14;13/1999/QH10;121/2012/TT-BTC;95/2017/TT-BTC;101/2009/NĐ-CP,59/2020/QH14,60/2005/QH11;68/2014/QH13;13/1999/QH10;121/2012/TT-BTC;95/2017/TT-BTC;101/2009/NĐ-CP,60/2005/QH11|Điều 95;68/2014/QH13|Điều 134;59/2020/QH14|Điều 137;13/1999/QH10|Điều 69;59/2020/QH14|Điều 54;13/1999/QH10|Điều 49;68/2014/QH13|Điều 55;121/2012/TT-BTC|Điều 10;95/2017/TT-BTC|Điều 11;101/2009/NĐ-CP|Điều 20,,
1214,4,4,118/2014/NĐ-CP;124/2025/QH15,,118/2014/NĐ-CP;124/2025/QH15,118/2014/NĐ-CP|Điều 21;124/2025/QH15|Điều 32,,61/2010/NĐ-CP
1215,3,4,24-CP;47/2010/NĐ-CP,24-CP,47/2010/NĐ-CP,24-CP|Điều 29;47/2010/NĐ-CP|Điều 3,,
1216,5,8,44-L/CTN;50/2005/QH11;07/2022/QH15;11/VBHN-VPQH;06/2001/NĐ-CP,44-L/CTN;50/2005/QH11;07/2022/QH15;11/VBHN-VPQH;06/2001/NĐ-CP,,44-L/CTN|Điều 794;44-L/CTN|Điều 796;50/2005/QH11|Điều 141;50/2005/QH11|Điều 125;07/2022/QH15|Điều 96;11/VBHN-VPQH|Điều 121;11/VBHN-VPQH|Điều 123;06/2001/NĐ-CP|Điều 1,,
1217,8,8,78/2006/QH11;108/2025/QH15;126/2020/NĐ-CP;85/2007/NĐ-CP;82/2025/NĐ-CP;52/2021/NĐ-CP;28/2011/TT-BTC;14/VBHN-BTC,108/2025/QH15;126/2020/NĐ-CP,78/2006/QH11;85/2007/NĐ-CP;82/2025/NĐ-CP;52/2021/NĐ-CP;28/2011/TT-BTC;14/VBHN-BTC,78/2006/QH11|Điều 49;108/2025/QH15|Điều 14;126/2020/NĐ-CP|Điều 5;85/2007/NĐ-CP|Điều 24;82/2025/NĐ-CP|Điều 5;52/2021/NĐ-CP|Điều 4;28/2011/TT-BTC|Điều 27;14/VBHN-BTC|Điều 31,,
1218,1,1,45/2019/QH14,,45/2019/QH14,45/2019/QH14|Điều 147,,
1219,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 131;36/2005/QH11|Điều 133,,
1220,5,8,45/2019/QH14;47/2010/NĐ-CP;81-CP;10/2012/QH13,,45/2019/QH14;47/2010/NĐ-CP;81-CP;10/2012/QH13,45/2019/QH14|Điều 160;45/2019/QH14|Điều 159;12/2022/NĐ-CP|Điều 31;47/2010/NĐ-CP|Điều 13;81-CP|Điều 14;81-CP|Điều 15;10/2012/QH13|Điều 178;10/2012/QH13|Điều 177,,
1221,3,4,112/2021/NĐ-CP;372/2025/NĐ-CP,,112/2021/NĐ-CP;372/2025/NĐ-CP,112/2021/NĐ-CP|Điều 12;372/2025/NĐ-CP|Điều 1;372/2025/NĐ-CP|Điều 4,,
1222,2,2,297/2025/NĐ-CP,,297/2025/NĐ-CP,297/2025/NĐ-CP|Điều 7,,
1223,3,5,91/2015/QH13;44-L/CTN;33/2005/QH11,44-L/CTN;33/2005/QH11,91/2015/QH13,91/2015/QH13|Điều 411;44-L/CTN|Điều 412;33/2005/QH11|Điều 414;44-L/CTN|Điều 411;91/2015/QH13|Điều 354,,
1224,4,5,74/2014/QH13;02/2001/NĐ-CP;10/2012/QH13;12/VBHN-VPQH,74/2014/QH13;10/2012/QH13,02/2001/NĐ-CP;12/VBHN-VPQH,74/2014/QH13|Điều 39;02/2001/NĐ-CP|Điều 29;10/2012/QH13|Điều 62;10/2012/QH13|Điều 61;12/VBHN-VPQH|Điều 62,,
1225,2,3,,,,55/2013/NĐ-CP|Điều 22,,
1226,4,6,23/2018/QH14;116/2005/NĐ-CP;27/2004/QH11;71/2014/NĐ-CP,23/2018/QH14,116/2005/NĐ-CP;27/2004/QH11;71/2014/NĐ-CP,23/2018/QH14|Điều 13;23/2018/QH14|Điều 31;116/2005/NĐ-CP|Điều 22;27/2004/QH11|Điều 8;71/2014/NĐ-CP|Điều 4;27/2004/QH11|Điều 10,,
1227,6,6,14/2008/QH12;15/VBHN-BTC;111/2013/TT-BTC;158/2003/NĐ-CP,15/VBHN-BTC,14/2008/QH12;111/2013/TT-BTC;158/2003/NĐ-CP,14/2008/QH12|Điều 9;19/VBHN-BTC|Điều 26;15/VBHN-BTC|Điều 4;111/2013/TT-BTC|Điều 26;158/2003/NĐ-CP|Điều 13,,
1228,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 138;36/2005/QH11|Điều 139,,
1229,3,3,35-L/CTN,35-L/CTN,,35-L/CTN|Điều 78,,
1230,3,5,2022/VBHN-BLĐTBXH;08/VBHN-VPQH,2022/VBHN-BLĐTBXH,08/VBHN-VPQH,2022/VBHN-BLĐTBXH|Điều 12;2022/VBHN-BLĐTBXH|Điều 16;08/VBHN-VPQH|Điều 27,,
1231,4,5,53/2007/NĐ-CP;118/2003/NĐ-CP,,53/2007/NĐ-CP;118/2003/NĐ-CP,53/2007/NĐ-CP|Điều 38;118/2003/NĐ-CP|Điều 16;120/2005/NĐ-CP|Điều 33,,
1232,7,9,59/2020/QH14;139/2007/NĐ-CP;19/2014/NĐ-CP;72/2005/TT-BTC;06/VBHN-VPQH,59/2020/QH14;72/2005/TT-BTC,139/2007/NĐ-CP;19/2014/NĐ-CP;06/VBHN-VPQH,59/2020/QH14|Điều 195;69/2014/NĐ-CP|Điều 4;111/2007/NĐ-CP|Điều 31;139/2007/NĐ-CP|Điều 26;19/2014/NĐ-CP|Điều 33;19/2014/NĐ-CP|Điều 1;111/2007/NĐ-CP|Điều 33;72/2005/TT-BTC|Điều 58;06/VBHN-VPQH|Điều 4,,
1233,2,4,,,,110/2005/NĐ-CP|Điều 19;24/2014/TT-BCT|Điều 19;110/2005/NĐ-CP|Điều 10,,42/2014/NĐ-CP
1234,3,3,36/2005/QH11;74/2006/QH11,36/2005/QH11;74/2006/QH11,,36/2005/QH11|Điều 317;74/2006/QH11|Điều 158,,
1235,4,4,84/2015/QH13;10/2003/TT-BLĐTBXH;19-LĐTBXH/TT;14/VBHN-VPQH,84/2015/QH13;14/VBHN-VPQH,10/2003/TT-BLĐTBXH;19-LĐTBXH/TT,84/2015/QH13|Điều 38;84/2015/QH13|Điều 40;19-LĐTBXH/TT|Điều 107;14/VBHN-VPQH|Điều 39,,
1236,8,9,60/2005/QH11;48-LCT/HĐNN8;35-L/CTN;68/2014/QH13;59/2020/QH14;361-HĐBT;80/2005/NĐ-CP;20/2026/NĐ-CP,60/2005/QH11;48-LCT/HĐNN8;35-L/CTN;361-HĐBT,68/2014/QH13;59/2020/QH14;80/2005/NĐ-CP;20/2026/NĐ-CP,60/2005/QH11|Điều 144;48-LCT/HĐNN8|Điều 23;35-L/CTN|Điều 1;48-LCT/HĐNN8|Điều 19;68/2014/QH13|Điều 185;59/2020/QH14|Điều 190;361-HĐBT|Điều 1;80/2005/NĐ-CP|Điều 57;20/2026/NĐ-CP|Điều 17,,
1237,1,1,59/2020/QH14,59/2020/QH14,,59/2020/QH14|Điều 185,,
1238,1,2,,,,,,
1239,2,2,6545/VBHN-BTP,6545/VBHN-BTP,,6545/VBHN-BTP|Điều 3,,
1240,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 167;36/2005/QH11|Điều 141,,
1241,4,4,13/1999/QH10;60/2005/QH11;25/2007/TT-BTC;67/VBHN-VPQH,13/1999/QH10;60/2005/QH11,25/2007/TT-BTC;67/VBHN-VPQH,13/1999/QH10|Điều 27;60/2005/QH11|Điều 39;25/2007/TT-BTC|Điều 11;67/VBHN-VPQH|Điều 75,,
1242,7,10,68/2014/QH13;13/1999/QH10;59/2020/QH14;163/2018/NĐ-CP;90/2011/NĐ-CP;52/2006/NĐ-CP;60/2005/QH11,68/2014/QH13;59/2020/QH14;163/2018/NĐ-CP;90/2011/NĐ-CP;52/2006/NĐ-CP,13/1999/QH10;60/2005/QH11,68/2014/QH13|Điều 127;13/1999/QH10|Điều 62;59/2020/QH14|Điều 74;163/2018/NĐ-CP|Điều 2;90/2011/NĐ-CP|Điều 1;52/2006/NĐ-CP|Điều 1;90/2011/NĐ-CP|Điều 5;52/2006/NĐ-CP|Điều 19;163/2018/NĐ-CP|Điều 41;60/2005/QH11|Điều 88,,
1243,1,1,,,,,,
1244,6,7,68/2014/QH13;13/1999/QH10;59/2020/QH14;60/2005/QH11;07/2016/TT-BTC;121/2012/TT-BTC,68/2014/QH13;59/2020/QH14,13/1999/QH10;60/2005/QH11;07/2016/TT-BTC;121/2012/TT-BTC,68/2014/QH13|Điều 79;13/1999/QH10|Điều 36;59/2020/QH14|Điều 95;60/2005/QH11|Điều 112;07/2016/TT-BTC|Điều 53;60/2005/QH11|Điều 111;121/2012/TT-BTC|Điều 27,,
1245,8,10,108/2025/QH15;70/2025/NĐ-CP;16/2012/TT-BTC;64/2013/TT-BTC;25/VBHN-BTC;29/VBHN-VPQH;153/2010/TT-BTC,,108/2025/QH15;70/2025/NĐ-CP;16/2012/TT-BTC;64/2013/TT-BTC;25/VBHN-BTC;29/VBHN-VPQH;153/2010/TT-BTC,108/2025/QH15|Điều 26;70/2025/NĐ-CP|Điều 1;16/2012/TT-BTC|Điều 11;64/2013/TT-BTC|Điều 14;25/VBHN-BTC|Điều 9;29/VBHN-VPQH|Điều 90;25/VBHN-BTC|Điều 10;153/2010/TT-BTC|Điều 14,,
1246,3,3,44-L/CTN;37-L/CTN,,44-L/CTN;37-L/CTN,44-L/CTN|Điều 723,,
1247,2,2,36/2005/QH11;33/2005/QH11,36/2005/QH11;33/2005/QH11,,36/2005/QH11|Điều 74;33/2005/QH11|Điều 518,,
1248,1,2,36/2005/QH11,36/2005/QH11,,36/2005/QH11|Điều 174;36/2005/QH11|Điều 173,,
1249,6,6,19/VBHN-BTC;112/2018/TT-BTC;129/2004/NĐ-CP,19/VBHN-BTC,112/2018/TT-BTC;129/2004/NĐ-CP,19/VBHN-BTC|Điều 19;112/2018/TT-BTC|Điều 1;129/2004/NĐ-CP|Điều 9,,
